開學	kai1//xue2	verb school opens; term begins 九月一日開學。 Jiǔyuè yī rì kāixué. The term will begin on September 1.
強	qiang2	adjective 1 strong; powerful (opp. 弱) 強冷空氣 qiáng lěng kōngqì a strong cold air current 身強體壯 Shēn qiáng tǐ zhuàng strong and healthy 能力很強 nénglì hěn qiáng very capable 責任心強 zérènxīn qiáng have a strong sense of responsibility 決賽時兩強將有一場惡戰。 Juésài shí liǎng qiáng jiāng yǒu yī cháng èzhàn. There’ll be a fierce struggle between the two strong teams. 2 better 我們的工作條件一年比一年強。 Wǒmen de gōngzuò tiáojiàn yī nián bǐ yī nián qiáng. Our working conditions are getting better each year.  adverb 1 by force 強取 qiángqǔ take by force 2 slightly more than; plus (opp. 弱) 三分之一強 Sānfēn zhīyī qiáng slightly more than one third  verb strengthen; make strong 強身健體 qiáng shēn jiàntǐ build up a good physique and improve one’s health  noun (Qiáng) a surname
追	zhui1	verb 1 chase (or run) after; pursue 追上他 zhuī shàng tā catch up with him 把比分追到十比十一 bǎ bǐfēn zhuī dào shí bǐ shíyī close the margin to 10-11; come from behind to bring the score to 10-11 2 court (a woman); woo 3 trace; look into; get to the bottom of 追窮根 Zhuī qiónggēn trace the root cause of one’s poverty 他們決心一定要把這事的根底追出來。 Tāmen juéxīn yīdìng yào bǎ zhè shì de gēndǐ zhuī chūlai. They were determined to get to the bottom of the matter. 4 seek; go after See 36732416追名逐利zhui1ming2zhu2li4追名逐利 5 recall; reminisce See 36732672追念zhui1nian4追念 6 retroactively; posthumously 追授一級戰鬥英雄稱號 zhuīshòu yījí zhàndòu yīngxióng chēnghào be posthumously awarded the title of Combat Hero Class 1
自由	zi4you2	noun 1 freedom; liberty 公民自由權 gōngmín zìyóuquán civil liberties 2 philosophy freedom 自由和必然 Zìyóu hé bìrán freedom and necessity  adjective free; unrestrained 自由泛濫 zìyóu fànlàn (of erroneous ideas, etc.) spread unchecked; run wild 自由討論 zìyóu tǎolùn have a free exchange of views 自由行動 zìyóu xíngdòng act on one’s own 自由選擇 zìyóu xuǎnzé freedom of choice; have a free choice 自由發表意見 zìyóu fābiǎo yìjian express one’s views with unreserve
獨立	du2li4	adjective 1 independent; on one's own 獨立分析問題和解決問題的能力 dúlì fēnxi wèntí hé jiějué wèntí de nénglì ability to analyse and solve problems on one’s own 2 separate; respective 這是兩個獨立的問題。 Zhè shì liǎng ge dúlì de wèntí. These are two separate issues.  verb 1 stand alone 獨立山巔的蒼松 dúlì shāndiān de cāngsōng a solitary pine tree standing alone on a mountain peak 2 become independent; win independence 墨西哥獨立於一八二一年。 Mòxīgē dúlì yú yī bā èr yī nián. Mexico achieved independence in 1821.
安排	an1pai2	noun arrangement; plan; schedule; disposal 座次的安排 zuòcì de'ānpái seating arrangements 作精心的安排 zuò jīngxīn de'ānpái make meticulous (or elaborate) arrangements 明天你有什麼安排？ míngtiān nǐ yǒu shénme'ānpái? What’s your schedule for tomorrow? or What are your plans for toworrow? 我完全聽候你的安排。 Wǒ wánquán tīnghòu nǐ de'ānpái. I am entirely at your disposal.  verb arrange (matters); plan in detail; dispose (manpower); fix up 安排版面 ānpái bǎnmiàn plan the layout (of printed matter) 安排好度假事宜 ānpái hǎo dùjià shìyí have everything planned for the holiday; make holiday plans 安排系列講座 ānpái xìliè jiǎngzuò arrange a series of lectures 給新來的人安排任務 gěi xīnlái de rén ānpái rènwu allocate (or assign) duties to newcomers 合理安排人力 hélǐ ānpái rénlì deploy available manpower rationally; make rational use of manpower 每周安排一個下午開會 měi zhōu ānpái yī ge xiàwǔ kāihuì set aside one afternoon a week for meetings 妥善安排時間 tuǒshàn ānpái shíjiān manage one’s time well 為某人安排床鋪 wèi mǒurén ānpái chuángpù fix sb. up with a bed 為外賓安排參觀遊覽 wèi wàibīn ānpái cānguān yóulǎn arrange visits and sightseeing trips for foreign guests 日程安排得太緊了。 Rìchéng ānpái de tài jǐn le. Our schedule is much too tight. 明天的工作都安排好了。 míngtiān de gōngzuò dōu ānpái hǎole. The work for tomorrow is all laid out.
享受	xiang3shou4	verb enjoy 享受公費醫療 Xiǎngshòu gōngfèi yīliáo enjoy public health care  noun enjoyment; treat 貪圖享受 tāntú xiǎngshòu seek ease and comfort 看這樣的好戲是一種藝術享受。 Kàn zhèyàng de hǎoxì shì yī zhǒng yìshù xiǎngshòu. A good play like this is an artistic treat.
身邊	shen1bian1	noun 1 at (or by) one's side 老人把全家人叫到身邊。 Lǎorén bǎ quánjiā rén jiào dào shēnbiān. The old man summoned the whole family to his side. 他在專家身邊工作, 進步很快。 Tā zài zhuānjiā shēnbiān gōngzuò, jìnbù hěn kuài. Working at the side of the experts, he has made rapid progress. 2 (have sth.) on one; with one 身邊沒帶錢 Shēnbiān méi dài qián have no money on one 她身邊總是帶著筆記本電腦。 tā shēnbiān zǒngshì dài zhe bǐjìběn diànnǎo. She never goes anywhere without her laptop computer.
伴	ban4	noun companion; partner 不要與壞人做伴 bùyào yǔ huàirén zuò bàn keep away from bad company 跟我一起旅遊的都是挺不錯的伴兒。 Gēn wǒ yīqǐ lǚyóu de dōu shì tǐng bùcuò de bànr. My fellow tourists were all good companions. 我得找個伴兒一塊兒去。 Wǒ děi zhǎo ge bànr yīkuàir qù. I have to find someone to go with me.  verb accompany 伴君如伴虎。 bàn jūn rú bàn hǔ well-known phrase Being close to the emperor is like being close to a tiger. 雷聲伴著閃電。 léishēng bàn zhe shǎndiàn. Thunder accompanies lightning. or Thunder and lightning go together. 行政命令必須伴之以說服教育。 Xíngzhèng mìnglìng bìxū bàn zhī yǐ shuōfú jiàoyù. Administrative regulations must be accompanied by persuasion and education.
同居	tong2ju1	verb 1 live together 父母死後, 他和叔父同居。 Fùmǔ sǐ hòu, tā hé shūfù tóngjū. After his parents died, he lived with his uncle. 2 cohabit
成家	cheng2//jia1	verb (of a man) get married 他還沒有成家。 Tā hái méiyǒu chéng jiā. He’s not married yet.  verb become a specialist (or expert) See 18588928成名成家cheng2ming2cheng2jia1成名成家
負擔	fu4dan1	noun burden; load; encumbrance 財政負擔 Cáizhèng fùdān financial burden 工作負擔 gōngzuò fùdān workload 家庭負擔 jiātíng fùdān family burden (esp. financial) 思想負擔 sīxiǎng fùdān a load on one's mind; mental burden 減輕學生負擔 jiǎnqīng xuésheng fùdān lighten students' study load 解除精神負擔 jiěchú jīngshén fùdān free one's mind of encumbrances  bear (a burden); shoulder 旅費由東道國負擔。 Lǚfèi yóu dōngdàoguó fùdān. All the travel expenses will be borne by the host country.
養家	yang3//jia1	verb support (or raise) one's family 為了掙足夠的錢養家而辛苦工作 wèile zhèng zúgòu de qián yǎngjiā ér xīnkǔ gōngzuò work hard in order to earn enough to support one’s family
責任	ze2ren4	noun 1 duty; responsibility 責任重大 zérèn zhòngdà have a grave responsibility 負起責任來。 Fù qǐ zérèn lái. Shoulder your responsibility. 我不過是盡了自己的責任罷了。 Wǒ bùguò shì jìn le zìjǐ de zérèn bàle. I’ve done no more than my duty. 先進的有責任幫助後進的。 Xiānjìn de yǒu zérèn bāngzhù hòujìn de. The advanced are duty-bound to help those who lag behind. 2 responsibility for a fault or wrong; blame 追究責任 zhuījiū zérèn ascertain where the responsibility lies 對由此而產生的嚴重後果承擔全部責任 Duì yóucǐ ér chǎnshēng de yánzhòng hòuguǒ chéngdān quánbù zérèn bear full responsibility for the serious consequences arising therefrom 你不應該把責任推到別人身上。 Nǐ bù yīnggāi bǎ zérèn tuī dào biéren shēnshang. You shouldn’t shift the blame onto others. 這事如果搞不好, 你要承擔責任。 Zhè shì rúguǒ gǎobuhǎo, nǐ yào chéngdān zérèn. If anything goes wrong, you’ll have to answer for it.
亂	luan4	noun 1 upheaval; riot; unrest; turmoil 內亂 nèiluàn civil strife 戰亂 zhànluàn chaos caused by war; war 2 disorder; disturbance; trouble 添亂兒 Tiān luàn r add confusion to sth. 當斷不斷, 反受其亂。 dāngduànbùduàn, fǎn shòu qí luàn. Being indecisive will lead to troubles. 3 archaic literature last paragraph of a musical composition or genre of classical Chinese poetry  verb throw into disorder; confuse; mix up 亂了方寸 luàn le fāngcùn put one’s mind in turmoil; be greatly agitated 亂了手腳 luànleshǒujiǎo throw sb. into disarray 君其遺之女樂, 以亂其政。(《韓非子》) Jūn qí wèi zhī nǚ yuè, yǐ luàn qí zhèng. (《Hán Fēi Zǐ》) You might send him some women musicians to throw his rule into disorder.  adjective 1 in disorder; in a mess; in confusion 全亂了 quán luàn le be in a utter (or wild) confusion 線亂了。 Xiàn luàn le. The thread is tangled. 車站很亂。 Chēzhàn hěn luàn. The station was in a state of disorder. 屋裡很亂, 請收拾一下。 wū lǐ hěn luàn, qǐng shōushi yīxià. The room is in a mess; please tidy it up. 這篇稿子太亂, 是不是重抄一下？ Zhè piān gǎozi tài luàn, shì bù shì zhòng chāo yīxià？ The manuscript’s too messy. How about copying it out? 這裡太亂, 找個安靜點兒的地方談談。 Zhèlǐ tài luàn, zhǎo ge ānjìng diǎnr de dìfang tán tán. It’s too noisy here; let’s find a quieter place to chat. 2 in a confused state of mind 我心裡很亂。 Wǒ xīnli hěn luàn. My mind is in turmoil. 3 (of a society) turbulent; riotous See 26311424亂世luan4shi4亂世 4 (of sexual relationships) improper; promiscuous 性亂行為 Xìng luàn xíngwéi sexual promiscuity  adverb indiscriminately; at random; arbitrarily 亂跑 luànpǎo run all over the place; dash about 亂扔 luànrēng tumble over 亂罰款 luàn fákuǎn impose unjustified fines 亂花錢 luànhuāqián spend money extravagantly 亂收費 luàn shōufèi collect fees arbitrarily 亂出主意 luàn chū zhǔyi give advice offhand 亂穿馬路 luànchuānmǎlù jaywalk 亂講一氣 luànjiǎng yī qì speak indiscreetly; make irresponsible remarks 亂作決定 luànzuòjuédìng make an arbitrary decision 他在牆上亂寫。 Tā zài qiáng shàng luàn xiě. He scribbled on the wall. 各種木料亂堆在一起。 Gèzhǒng mùliào luàn duī zài yīqǐ. Logs and planks of all shapes and sizes were jumbled together.
教養	jiao4yang3	noun breeding; upbringing; education; culture 有教養的人 yǒu jiàoyǎng de rén well-educated person; man of fine breeding 這人沒一點兒教養。 zhè rén méi yīdiǎnrjiàoyǎng. He is a most ill-bred man. 他家的孩子很有教養。 Tājiā de háizi hěn yǒu jiàoyǎng. All his children are well brought up.  verb bring up; train; educate
接受	jie1shou4	verb accept 接受辭職 jiēshòu cízhí accept a resignation 接受賄賂 jiēshòu huìlù accept (or take) bribes 接受教訓 jiēshòu jiàoxùn learn (or draw) a lesson 接受考驗 jiēshòu kǎoyàn face up to a test 接受任務 Jiēshòu rènwu accept an assignment 接受邀請 Jiēshòu yāoqǐng accept an invitation 接受意見 jiēshòu yìjian take sb.’s advice 接受馬克思主義 jiēshòu Mǎkèsīzhǔyì embrace Marxism 接受群眾的監督 jiēshòu qúnzhòng de jiāndū subject oneself to supervision by the public 容易接受新思想 róngyì jiēshòu xīn sīxiǎng readily receptive to new ideas 有保留地接受 Yǒu bǎoliú de jiēshòu accept with reservations
組成	zu3//cheng2	verb form; make up; compose 組成統一戰線 zǔchéng tǒngyī zhànxiàn form a united front 組成新的國務院 Zǔchéng xīn de Guówùyuàn form a new State Council 水的組成 shuǐ de zǔchéng the composition of water 每五個人組成一組。 Měi wǔ ge rén zǔchéng yī zǔ. Every five persons constitute a group. 主席團由一百四十八位代表組成。 Zhǔxítuán yóu yībǎi sìshíbā wèi dàibiǎo zǔchéng. The presidium is made up of 148 delegates.
道德	dao4de2	noun morals; morality; ethics 道德敗壞 dàodé bàihuài morally degenerate 道德品質 dàodé pǐnzhì moral character 舊道德觀念 jiù dàodé guānniàn old moral concepts
因此	yin1ci3	conjunction so; therefore; for this reason; consequently 雪融化時吸收熱量, 氣溫因此下降。 Xuě rónghuà shí xīshōu rèliàng, qìwēn yīncǐ xiàjiàng. Melting snow absorbs heat, and so makes the temperature drop. 她的話引得大家都笑了, 室內的空氣因此輕鬆了很多。 Tā de huà yǐndé dàjiā dōu xiào le, shìnèi de kōngqì yīncǐ qīngsōng le hěn duō. What she said set everyone laughing, and consequently the party livened up a lot.
完整	wan2zheng3	adjective complete; integrated; intact; entire 完整的工業體系 Wánzhěng de gōngyè tǐxì an integrated (or all-round, comprehensive) industrial system 維護領土完整 wéihù lǐngtǔ wánzhěng safeguard territorial integrity 許多珍貴的歷史文物完整地保存了下來。 Xǔduō zhēnguì de lìshǐ wénwù wánzhěng de bǎocún le xiàlai. Many valuable historical relics have been preserved intact.
下決心	xia4 jue2xin1	make a resolution;determine;resolve to
// 3.8 - 1
整夜	zheng3ye4	whole night; all night long
開燈	kai1deng1	turn on a light
電玩	dian4wan2	video game
球賽	qiu2sai4	noun ball game; match
激動	ji1dong4	verb excite; stir; agitate; move 激動人心的消息 jīdòng rénxīn de xiāoxi sensational piece of news 他獲得了冠軍, 激動得流下眼淚。 tā huòdé le guànjūn, jīdòng de liúxià yǎnlèi. When he won the championship, he was moved to tears.  adjective excited; annoyed 激動萬分 jīdòngwànfēn be beside oneself with excitement 他受了這般屈辱, 情緒很激動。 Tā shòu le zhèbān qūrǔ, qíngxù hěn jīdòng. Being slandered that way made his blood boil.
喊	han3	verb 1 shout; cry out; yell 喊救命 Hǎn jiùmìng cry "Help! Help!" 喊口號 hǎn kǒuhào shout slogans 把噪子喊啞了 bǎ zào zi hǎn yā le shout oneself hoarse “站住！” 他大喊一聲。 " “zhànzhù!” Tā dà hǎn yī shēng. Halt!" he cried. 2 call (a person) 你走以前喊他一聲。 Nǐ zǒu yǐqián hǎn tā yī shēng. Give him a shout before you go. 3 dialect call; address 我比她大, 但論輩分得喊她姑姑。 Wǒ bǐ tā dà, dàn lùn bèifen de hǎn tā gūgu. I am older than her, but I must call her aunt owing to her seniority in our family hierarchy.
